white,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
1,5.9,0.34,0.31,2,0.03,38,142,0.98892,3.4,0.41,12.9,7
1,6,0.21,0.29,13.1,0.042,28,125,0.99936,3.39,0.45,8.6,5
0,8,0.39,0.3,1.9,0.074,32,84,0.99717,3.39,0.61,9,5
0,6.9,0.48,0.2,1.9,0.082,9,23,0.99585,3.39,0.43,9.05,4
1,6.1,0.36,0.41,19.35,0.07,67,207,1.00118,3.39,0.53,9.1,5
0,8.8,0.24,0.54,2.5,0.083,25,57,0.9983,3.39,0.54,9.2,5
1,8.3,0.4,0.41,8.2,0.05,15,122,0.9979,3.39,0.49,9.3,5
0,7.6,0.665,0.1,1.5,0.066,27,55,0.99655,3.39,0.51,9.3,5
0,8.9,0.22,0.48,1.8,0.077,29,60,0.9968,3.39,0.53,9.4,6
0,6.6,0.5,0.04,2.1,0.068,6,14,0.9955,3.39,0.64,9.4,6
0,9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,5
0,9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,5
0,9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,5
0,7.6,0.54,0.13,2.5,0.097,24,66,0.99785,3.39,0.61,9.4,5
1,6.1,0.33,0.32,7.8,0.052,52,183,0.99657,3.39,0.65,9.5,5
1,6.1,0.33,0.32,7.8,0.052,52,183,0.99657,3.39,0.65,9.5,5
0,7.8,0.5,0.17,1.6,0.082,21,102,0.996,3.39,0.48,9.5,5
0,7.4,0.67,0.12,1.6,0.186,5,21,0.996,3.39,0.54,9.5,5
0,7.7,0.49,0.26,1.9,0.062,9,31,0.9966,3.39,0.64,9.6,5
0,7.7,0.49,0.26,1.9,0.062,9,31,0.9966,3.39,0.64,9.6,5
0,7.3,0.835,0.03,2.1,0.092,10,19,0.9966,3.39,0.47,9.6,5
0,7.9,0.72,0.01,1.9,0.076,7,32,0.99668,3.39,0.54,9.6,5
1,6.3,0.28,0.24,8.45,0.031,32,172,0.9958,3.39,0.57,9.7,7
0,7.7,0.705,0.1,2.6,0.084,9,26,0.9976,3.39,0.49,9.7,5
0,7.5,0.49,0.19,1.9,0.076,10,44,0.9957,3.39,0.54,9.7,5
0,7,0.735,0.05,2,0.081,13,54,0.9966,3.39,0.57,9.8,5
0,7.6,0.9,0.06,2.5,0.079,5,10,0.9967,3.39,0.56,9.8,5
0,9,0.82,0.14,2.6,0.089,9,23,0.9984,3.39,0.63,9.8,5
1,6.9,0.26,0.33,12.6,0.051,59,173,0.998,3.39,0.38,9.9,5
1,6.7,0.25,0.26,13.5,0.06,50,156,0.99784,3.39,0.46,9.9,6
0,7.3,0.65,0,1.2,0.065,15,21,0.9946,3.39,0.47,10,7
0,8.3,0.54,0.28,1.9,0.077,11,40,0.9978,3.39,0.61,10,6
0,7.2,0.835,0,2,0.166,4,11,0.99608,3.39,0.52,10,5
0,6,0.42,0.19,2,0.075,22,47,0.99522,3.39,0.78,10,6
0,7.7,0.6,0.06,2,0.079,19,41,0.99697,3.39,0.62,10.1,6
1,6.4,0.46,0.22,14.7,0.047,51,183,0.998275,3.39,0.6,10.5,5
0,8.4,0.29,0.4,1.7,0.067,8,20,0.99603,3.39,0.6,10.5,5
0,5.6,0.31,0.78,13.9,0.074,23,92,0.99677,3.39,0.48,10.5,6
0,6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,6
0,6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,6
0,6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,6
0,6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,6
0,8.2,0.28,0.6,3,0.104,10,22,0.99828,3.39,0.68,10.6,5
0,8.2,0.28,0.6,3,0.104,10,22,0.99828,3.39,0.68,10.6,5
1,7,0.18,0.26,1.4,0.044,46,89,0.99256,3.39,0.48,10.7,7
1,6.1,0.24,0.25,1.6,0.044,24,115,0.9921,3.39,0.59,10.9,6
0,7,0.42,0.19,2.3,0.071,18,36,0.99476,3.39,0.56,10.9,5
0,6.7,0.67,0.02,1.9,0.061,26,42,0.99489,3.39,0.82,10.9,6
0,7.4,0.36,0.29,2.6,0.087,26,72,0.99645,3.39,0.68,11,5
0,7.2,0.54,0.27,2.6,0.084,12,78,0.9964,3.39,0.71,11,5
0,6,0.31,0.47,3.6,0.067,18,42,0.99549,3.39,0.66,11,6
1,5,0.35,0.25,7.8,0.031,24,116,0.99241,3.39,0.4,11.3,6
1,5,0.35,0.25,7.8,0.031,24,116,0.99241,3.39,0.4,11.3,6
0,7,0.38,0.49,2.5,0.097,33,85,0.9962,3.39,0.77,11.4,6
0,7.8,0.39,0.42,2,0.086,9,21,0.99526,3.39,0.66,11.6,6
1,7.8,0.965,0.6,65.8,0.074,8,160,1.03898,3.39,0.69,11.7,6
1,6.3,0.3,0.91,8.2,0.034,50,199,0.99394,3.39,0.49,11.7,6
1,6.3,0.3,0.91,8.2,0.034,50,199,0.99394,3.39,0.49,11.7,6
1,6,0.34,0.32,3.8,0.044,13,116,0.99108,3.39,0.44,11.8,7
0,8.8,0.3,0.38,2.3,0.06,19,72,0.99543,3.39,0.72,11.8,6
0,8.8,0.3,0.38,2.3,0.06,19,72,0.99543,3.39,0.72,11.8,6
1,6.15,0.21,0.37,3.2,0.021,20,80,0.99076,3.39,0.47,12,5
1,6.15,0.21,0.37,3.2,0.021,20,80,0.99076,3.39,0.47,12,5
0,7.1,0.22,0.49,1.8,0.039,8,18,0.99344,3.39,0.56,12.4,6
1,6.1,0.3,0.3,2.1,0.031,50,163,0.9895,3.39,0.43,12.7,7
1,6.1,0.3,0.3,2.1,0.031,50,163,0.9895,3.39,0.43,12.7,7
0,7.1,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8,6
0,7.1,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8,6
1,5.4,0.46,0.15,2.1,0.026,29,130,0.98953,3.39,0.77,13.4,8
1,5.4,0.46,0.15,2.1,0.026,29,130,0.98953,3.39,0.77,13.4,8
0,5.8,0.29,0.26,1.7,0.063,3,11,0.9915,3.39,0.54,13.5,6
1,6,0.36,0.32,1.1,0.053,26,173,0.99414,3.38,0.54,8.8,5
0,7.4,0.59,0.08,4.4,0.086,6,29,0.9974,3.38,0.5,9,4
0,5.2,0.32,0.25,1.8,0.103,13,50,0.9957,3.38,0.55,9.2,5
1,8.3,0.33,0.43,9.2,0.046,22,126,0.9982,3.38,0.47,9.3,5
0,7.5,0.65,0.18,7,0.088,27,94,0.99915,3.38,0.77,9.4,5
0,7.5,0.52,0.16,1.9,0.085,12,35,0.9968,3.38,0.62,9.5,7
0,7.1,0.68,0.07,1.9,0.075,16,51,0.99685,3.38,0.52,9.5,5
0,9,0.43,0.34,2.5,0.08,26,86,0.9987,3.38,0.62,9.5,6
0,9.1,0.45,0.35,2.4,0.08,23,78,0.9987,3.38,0.62,9.5,5
0,8.9,0.565,0.34,3,0.093,16,112,0.9998,3.38,0.61,9.5,5
0,6.6,0.57,0.02,2.1,0.115,6,16,0.99654,3.38,0.69,9.5,5
0,8.1,0.73,0,2.5,0.081,12,24,0.99798,3.38,0.46,9.6,4
0,6.8,0.83,0.09,1.8,0.074,4,25,0.99534,3.38,0.45,9.6,5
1,6.4,0.16,0.37,1.5,0.037,27,109,0.99345,3.38,0.5,9.8,6
0,7.8,0.645,0,2,0.082,8,16,0.9964,3.38,0.59,9.8,6
0,8.2,0.39,0.49,2.3,0.099,47,133,0.9979,3.38,0.99,9.8,5
0,6.9,0.49,0.19,1.7,0.079,13,26,0.99547,3.38,0.64,9.8,6
1,5.7,0.33,0.15,1.9,0.05,20,93,0.9934,3.38,0.62,9.9,5
0,10.4,0.44,0.42,1.5,0.145,34,48,0.99832,3.38,0.86,9.9,3
0,11.6,0.47,0.44,1.6,0.147,36,51,0.99836,3.38,0.86,9.9,4
1,7.3,0.21,0.21,1.6,0.046,35,133,0.99466,3.38,0.46,10,6
0,7.5,0.71,0,1.6,0.092,22,31,0.99635,3.38,0.58,10,6
1,7.2,0.16,0.26,7.1,0.054,41,224,0.9966,3.38,0.55,10.1,5
1,7.2,0.16,0.26,7.1,0.054,41,224,0.9966,3.38,0.55,10.1,5
1,7,0.16,0.26,7.3,0.047,30,220,0.99622,3.38,0.58,10.1,6
1,7,0.16,0.26,6.85,0.047,30,220,0.99622,3.38,0.58,10.1,6
1,7.3,0.25,0.28,1.5,0.043,19,113,0.99338,3.38,0.56,10.1,6
0,6.7,0.75,0.12,2,0.086,12,80,0.9958,3.38,0.52,10.1,5
0,6.8,0.41,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1,6
0,6.8,0.41,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1,6
0,7.2,0.57,0.05,2.3,0.081,16,36,0.99564,3.38,0.6,10.3,6
0,7.2,0.57,0.05,2.3,0.081,16,36,0.99564,3.38,0.6,10.3,6
0,6.8,0.68,0.21,2.1,0.07,9,23,0.99546,3.38,0.6,10.3,5
0,6.5,0.53,0.06,2,0.063,29,44,0.99489,3.38,0.83,10.3,6
0,6.5,0.53,0.06,2,0.063,29,44,0.99489,3.38,0.83,10.3,6
1,5.8,0.3,0.12,1.6,0.036,57,163,0.99239,3.38,0.59,10.5,6
1,6.4,0.3,0.36,2,0.052,18,141,0.99273,3.38,0.53,10.5,6
1,5.9,0.25,0.24,7.4,0.044,21,113,0.99462,3.38,0.58,10.5,6
0,8.9,0.4,0.32,5.6,0.087,10,47,0.9991,3.38,0.77,10.5,7
0,8.9,0.4,0.32,5.6,0.087,10,47,0.9991,3.38,0.77,10.5,7
0,10.2,0.4,0.4,2.5,0.068,41,54,0.99754,3.38,0.86,10.5,6
0,7.1,0.27,0.6,2.1,0.074,17,25,0.99814,3.38,0.72,10.6,6
0,7.5,0.53,0.06,2.6,0.086,20,44,0.9965,3.38,0.59,10.7,6
0,7.7,0.6,0,2.6,0.055,7,13,0.99639,3.38,0.56,10.8,5
0,7.8,0.815,0.01,2.6,0.074,48,90,0.99621,3.38,0.62,10.8,5
1,5.9,0.21,0.23,7.9,0.033,22,130,0.9944,3.38,0.59,10.9,6
0,7.5,0.685,0.07,2.5,0.058,5,9,0.99632,3.38,0.55,10.9,4
1,7.3,0.19,0.27,1.6,0.027,35,136,0.99248,3.38,0.54,11,7
1,6.5,0.22,0.27,1.6,0.039,36,116,0.99178,3.38,0.57,11,7
1,5.3,0.275,0.24,7.4,0.038,28,114,0.99313,3.38,0.51,11,6
0,6.1,0.6,0.08,1.8,0.071,14,45,0.99336,3.38,0.54,11,5
0,7.6,0.35,0.6,2.6,0.073,23,44,0.99656,3.38,0.79,11.1,6
1,6.4,0.22,0.32,4.9,0.046,50,156,0.99316,3.38,0.55,11.2,6
1,6,0.2,0.32,3,0.031,26,118,0.99134,3.38,0.68,11.2,7
1,4.8,0.17,0.28,2.9,0.03,22,111,0.9902,3.38,0.34,11.3,7
0,7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,6
0,7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,6
0,7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,6
1,6.4,0.14,0.31,1.2,0.034,53,138,0.99084,3.38,0.35,11.5,7
1,6.4,0.14,0.31,1.2,0.034,53,138,0.99084,3.38,0.35,11.5,7
1,5.1,0.35,0.26,6.8,0.034,36,120,0.99188,3.38,0.4,11.5,6
1,5.1,0.35,0.26,6.8,0.034,36,120,0.99188,3.38,0.4,11.5,6
1,5.1,0.35,0.26,6.8,0.034,36,120,0.99188,3.38,0.4,11.5,6
0,8.5,0.34,0.4,4.7,0.055,3,9,0.99738,3.38,0.66,11.6,7
0,7.3,0.44,0.2,1.6,0.049,24,64,0.9935,3.38,0.57,11.7,6
0,6.9,0.58,0.2,1.75,0.058,8,22,0.99322,3.38,0.49,11.7,5
1,5.8,0.17,0.34,1.8,0.045,96,170,0.99035,3.38,0.9,11.8,8
1,5.8,0.17,0.34,1.8,0.045,96,170,0.99035,3.38,0.9,11.8,8
0,8.4,0.62,0.12,1.8,0.072,38,46,0.99504,3.38,0.89,11.8,6
0,8.4,0.62,0.12,1.8,0.072,38,46,0.99504,3.38,0.89,11.8,6
0,8.5,0.37,0.32,1.8,0.066,26,51,0.99456,3.38,0.72,11.8,6
0,8,0.25,0.43,1.7,0.067,22,50,0.9946,3.38,0.6,11.9,6
1,6.8,0.46,0.26,2.7,0.042,28,83,0.99114,3.38,0.51,12,8
1,7,0.32,0.31,6.4,0.031,38,115,0.99235,3.38,0.58,12.2,7
1,7,0.32,0.31,6.4,0.031,38,115,0.99235,3.38,0.58,12.2,7
1,7,0.32,0.29,4.9,0.036,41,150,0.99168,3.38,0.43,12.2,6
0,6.6,0.58,0.02,2.4,0.069,19,40,0.99387,3.38,0.66,12.6,6
0,8.3,0.33,0.42,2.3,0.07,9,20,0.99426,3.38,0.77,12.7,7
0,7.4,0.36,0.34,1.8,0.075,18,38,0.9933,3.38,0.88,13.6,7
1,5.8,0.39,0.47,7.5,0.027,12,88,0.9907,3.38,0.45,14,6
0,7.3,0.55,0.03,1.6,0.072,17,42,0.9956,3.37,0.48,9,4
0,7.2,0.63,0,1.9,0.097,14,38,0.99675,3.37,0.58,9,6
0,7.2,0.63,0,1.9,0.097,14,38,0.99675,3.37,0.58,9,6
0,7.2,0.63,0,1.9,0.097,14,38,0.99675,3.37,0.58,9,6
0,7.2,0.645,0,1.9,0.097,15,39,0.99675,3.37,0.58,9.2,6
1,6.6,0.24,0.3,13,0.052,18,143,0.99825,3.37,0.49,9.4,6
0,7.8,0.56,0.12,2,0.082,7,28,0.997,3.37,0.5,9.4,6
0,7.4,0.6,0.26,7.3,0.07,36,121,0.9982,3.37,0.49,9.4,5
0,7.3,0.59,0.26,7.2,0.07,35,121,0.9981,3.37,0.49,9.4,5
0,8.3,0.56,0.22,2.4,0.082,10,86,0.9983,3.37,0.62,9.5,5
1,7.1,0.22,0.32,16.9,0.056,49,158,0.9998,3.37,0.38,9.6,6
1,7.1,0.22,0.32,16.9,0.056,49,158,0.9998,3.37,0.38,9.6,6
0,8,0.33,0.53,2.5,0.091,18,80,0.9976,3.37,0.8,9.6,6
0,8.2,0.78,0,2.2,0.089,13,26,0.9978,3.37,0.46,9.6,4
0,7,0.655,0.16,2.1,0.074,8,25,0.99606,3.37,0.55,9.7,5
1,7.2,0.15,0.33,1.1,0.027,16,63,0.9937,3.37,0.4,9.9,5
0,8,0.38,0.06,1.8,0.078,12,49,0.99625,3.37,0.52,9.9,6
0,8.6,0.45,0.31,2.6,0.086,21,50,0.9982,3.37,0.91,9.9,6
0,8.4,1.035,0.15,6,0.073,11,54,0.999,3.37,0.49,9.9,5
1,7.2,0.2,0.22,1.6,0.044,17,101,0.99471,3.37,0.53,10,5
1,7.2,0.2,0.22,1.6,0.044,17,101,0.99471,3.37,0.53,10,5
0,7.8,0.64,0.1,6,0.115,5,11,0.9984,3.37,0.69,10.1,7
0,7.2,0.34,0.21,2.5,0.075,41,68,0.99586,3.37,0.54,10.1,6
1,7,0.31,0.39,7.5,0.055,42,218,0.99652,3.37,0.54,10.3,5
0,7.5,0.4,0.12,3,0.092,29,53,0.9967,3.37,0.7,10.3,6
0,8.9,0.59,0.39,2.3,0.095,5,22,0.9986,3.37,0.58,10.3,5
0,7.6,0.645,0.03,1.9,0.086,14,57,0.9969,3.37,0.46,10.3,5
0,7.6,0.645,0.03,1.9,0.086,14,57,0.9969,3.37,0.46,10.3,5
1,5.8,0.22,0.25,1.5,0.024,21,109,0.99234,3.37,0.58,10.4,6
0,7.1,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4,6
0,7.1,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4,6
0,7.6,0.54,0.02,1.7,0.085,17,31,0.99589,3.37,0.51,10.4,6
0,7.4,0.41,0.24,1.8,0.066,18,47,0.9956,3.37,0.62,10.4,5
0,7.7,0.43,0.25,2.6,0.073,29,63,0.99615,3.37,0.58,10.5,6
0,7.7,0.43,0.25,2.6,0.073,29,63,0.99615,3.37,0.58,10.5,6
0,7.4,0.49,0.19,3,0.077,16,37,0.9966,3.37,0.51,10.5,5
1,7.8,0.17,0.23,1.7,0.029,39,128,0.99272,3.37,0.41,10.7,7
0,8.1,0.825,0.24,2.1,0.084,5,13,0.9972,3.37,0.77,10.7,6
1,8.1,0.24,0.38,4.3,0.044,49,172,0.996,3.37,0.74,10.8,6
1,6.7,0.14,0.46,1.6,0.036,15,92,0.99264,3.37,0.49,10.9,5
1,6.2,0.23,0.35,0.7,0.051,24,111,0.9916,3.37,0.43,11,3
0,8,0.64,0.22,2.4,0.094,5,33,0.99612,3.37,0.58,11,5
1,6.8,0.18,0.46,1.4,0.064,37,160,0.9924,3.37,0.45,11.1,5
1,6.6,0.21,0.29,1.8,0.026,35,128,0.99183,3.37,0.48,11.2,6
0,7.2,0.48,0.07,5.5,0.089,10,18,0.99684,3.37,0.68,11.2,7
1,5.4,0.255,0.33,1.2,0.051,29,122,0.99048,3.37,0.66,11.3,6
0,8.1,0.78,0.23,2.6,0.059,5,15,0.997,3.37,0.56,11.3,5
0,8.1,0.78,0.23,2.6,0.059,5,15,0.997,3.37,0.56,11.3,5
0,9.8,0.66,0.39,3.2,0.083,21,59,0.9989,3.37,0.71,11.5,7
0,9.8,0.66,0.39,3.2,0.083,21,59,0.9989,3.37,0.71,11.5,7
1,5.3,0.36,0.27,6.3,0.028,40,132,0.99186,3.37,0.4,11.6,6
1,5.3,0.36,0.27,6.3,0.028,40,132,0.99186,3.37,0.4,11.6,6
0,7.7,0.18,0.34,2.7,0.066,15,58,0.9947,3.37,0.78,11.8,6
1,5.8,0.315,0.27,1.55,0.026,15,70,0.98994,3.37,0.4,11.9,8
1,5,0.2,0.4,1.9,0.015,20,98,0.9897,3.37,0.55,12.05,6
1,5.7,0.24,0.3,1.3,0.03,25,98,0.98968,3.37,0.43,12.4,7
0,6.4,0.36,0.53,2.2,0.23,19,35,0.9934,3.37,0.93,12.4,6
1,5.9,0.32,0.33,2.1,0.027,35,138,0.98945,3.37,0.42,12.7,6
0,7.4,0.5,0.47,2,0.086,21,73,0.997,3.36,0.57,9.1,5
0,7.9,0.885,0.03,1.8,0.058,4,8,0.9972,3.36,0.33,9.1,4
0,8.1,0.725,0.22,2.2,0.072,11,41,0.9967,3.36,0.55,9.1,5
0,7.6,0.52,0.12,3,0.067,12,53,0.9971,3.36,0.57,9.1,5
0,8.8,0.6,0.29,2.2,0.098,5,15,0.9988,3.36,0.49,9.1,5
0,8.8,0.6,0.29,2.2,0.098,5,15,0.9988,3.36,0.49,9.1,5
1,5.6,0.12,0.26,4.3,0.038,18,97,0.99477,3.36,0.46,9.2,5
1,5.8,0.13,0.26,5.1,0.039,19,103,0.99478,3.36,0.47,9.3,6
0,7.6,0.62,0.32,2.2,0.082,7,54,0.9966,3.36,0.52,9.4,5
0,9.1,0.785,0,2.6,0.093,11,28,0.9994,3.36,0.86,9.4,6
0,8.7,0.69,0,3.2,0.084,13,33,0.9992,3.36,0.45,9.4,5
0,6.5,0.4,0.1,2,0.076,30,47,0.99554,3.36,0.48,9.4,6
1,6.7,0.24,0.33,12.3,0.046,31,145,0.9983,3.36,0.4,9.5,5
1,6.7,0.24,0.33,12.3,0.046,31,145,0.9983,3.36,0.4,9.5,5
0,7.8,0.58,0.02,2,0.073,9,18,0.9968,3.36,0.57,9.5,7
0,6.8,0.5,0.11,1.5,0.075,16,49,0.99545,3.36,0.79,9.5,5
0,8.1,0.78,0.1,3.3,0.09,4,13,0.99855,3.36,0.49,9.5,5
0,6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,5
0,6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,5
0,6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,5
0,7.2,0.57,0.06,1.6,0.076,9,27,0.9972,3.36,0.7,9.6,6
0,8.1,0.82,0,4.1,0.095,5,14,0.99854,3.36,0.53,9.6,5
0,7,0.55,0.13,2.2,0.075,15,35,0.9959,3.36,0.59,9.7,6
0,9,0.82,0.05,2.4,0.081,26,96,0.99814,3.36,0.53,10,5
0,8,0.59,0.05,2,0.089,12,32,0.99735,3.36,0.61,10,5
1,7.2,0.24,0.29,3,0.036,17,117,0.99411,3.36,0.68,10.1,6
1,7.2,0.24,0.29,3,0.036,17,117,0.99411,3.36,0.68,10.1,6
0,8.7,0.31,0.46,1.4,0.059,11,25,0.9966,3.36,0.76,10.1,6
0,6.1,0.32,0.25,1.8,0.086,5,32,0.99464,3.36,0.44,10.1,5
0,6.1,0.34,0.25,1.8,0.084,4,28,0.99464,3.36,0.44,10.1,5
0,8.3,0.85,0.14,2.5,0.093,13,54,0.99724,3.36,0.54,10.1,5
0,6.5,0.63,0.33,1.8,0.059,16,28,0.99531,3.36,0.64,10.1,6
0,7,0.57,0.02,2,0.072,17,26,0.99575,3.36,0.61,10.2,5
1,5.6,0.19,0.46,1.1,0.032,33,115,0.9909,3.36,0.5,10.4,6
1,5.7,0.27,0.16,9,0.053,32,111,0.99474,3.36,0.37,10.4,6
1,5.7,0.27,0.16,9,0.053,32,111,0.99474,3.36,0.37,10.4,6
0,8.5,0.21,0.52,1.9,0.09,9,23,0.99648,3.36,0.67,10.4,5
0,6.8,0.64,0.03,2.3,0.075,14,31,0.99545,3.36,0.58,10.4,6
1,6.6,0.26,0.27,1.5,0.04,19,114,0.99295,3.36,0.62,10.5,6
0,10,0.31,0.47,2.6,0.085,14,33,0.99965,3.36,0.8,10.5,7
0,8.3,0.43,0.3,3.4,0.079,7,34,0.99788,3.36,0.61,10.5,5
0,7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,6
0,7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,6
0,7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,6
0,7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,6
1,6.8,0.31,0.25,10.5,0.043,30,165,0.9972,3.36,0.55,10.55,6
0,7.9,0.545,0.06,4,0.087,27,61,0.9965,3.36,0.67,10.7,6
0,7.9,0.545,0.06,4,0.087,27,61,0.9965,3.36,0.67,10.7,6
0,7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,5
0,7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,5
1,5.7,0.265,0.28,6.9,0.036,46,150,0.99299,3.36,0.44,10.8,7
1,5.7,0.265,0.28,6.9,0.036,46,150,0.99299,3.36,0.44,10.8,7
0,7.5,0.57,0.02,2.6,0.077,11,35,0.99557,3.36,0.62,10.8,6
0,7.5,0.57,0.02,2.6,0.077,11,35,0.99557,3.36,0.62,10.8,6
1,7.5,0.33,0.28,4.9,0.042,21,155,0.99385,3.36,0.57,10.9,6
0,7.7,0.96,0.2,2,0.047,15,60,0.9955,3.36,0.44,10.9,5
0,7.7,0.96,0.2,2,0.047,15,60,0.9955,3.36,0.44,10.9,5
0,6.7,0.64,0.23,2.1,0.08,11,119,0.99538,3.36,0.7,10.9,5
0,6.7,0.64,0.23,2.1,0.08,11,119,0.99538,3.36,0.7,10.9,5
1,5.1,0.29,0.28,8.3,0.026,27,107,0.99308,3.36,0.37,11,6
1,5.1,0.29,0.28,8.3,0.026,27,107,0.99308,3.36,0.37,11,6
1,5.1,0.33,0.27,6.7,0.022,44,129,0.99221,3.36,0.39,11,7
1,6.2,0.32,0.24,4.1,0.051,34,149,0.99306,3.36,0.52,11,5
0,7.3,0.365,0.49,2.5,0.088,39,106,0.9966,3.36,0.78,11,5
0,7.3,0.365,0.49,2.5,0.088,39,106,0.9966,3.36,0.78,11,5
0,7.6,0.74,0,1.9,0.1,6,12,0.99521,3.36,0.59,11,5
1,7.6,0.17,0.35,1.6,0.047,43,154,0.9934,3.36,0.69,11.1,6
0,8,0.28,0.44,1.8,0.081,28,68,0.99501,3.36,0.66,11.2,5
1,5.8,0.26,0.29,1,0.042,35,101,0.99044,3.36,0.48,11.4,7
0,7.5,0.38,0.57,2.3,0.106,5,12,0.99605,3.36,0.55,11.4,6
0,7.5,0.38,0.57,2.3,0.106,5,12,0.99605,3.36,0.55,11.4,6
1,6.5,0.18,0.33,1.4,0.029,35,138,0.99114,3.36,0.6,11.5,7
1,6.5,0.18,0.33,1.4,0.029,35,138,0.99114,3.36,0.6,11.5,7
1,6.2,0.38,0.42,2.5,0.038,34,117,0.99132,3.36,0.59,11.6,7
1,6.7,0.28,0.28,4.5,0.051,14,92,0.99224,3.36,0.58,11.9,6
0,7.4,0.35,0.33,2.4,0.068,9,26,0.9947,3.36,0.6,11.9,6
1,6.7,0.31,0.31,4.9,0.031,20,151,0.9926,3.36,0.82,12,7
1,5.9,0.2,0.23,1.5,0.037,38,93,0.99021,3.36,0.49,12,6
1,5.9,0.2,0.23,1.5,0.037,38,93,0.99021,3.36,0.49,12,6
1,5.9,0.37,0.3,1.5,0.033,35,95,0.98986,3.36,0.56,12,7
1,6.2,0.2,0.28,1.1,0.039,24,78,0.9899,3.36,0.47,12.1,6
0,6.4,0.39,0.33,3.3,0.046,12,53,0.99294,3.36,0.62,12.2,6
1,6.9,0.34,0.3,4.7,0.029,34,148,0.99165,3.36,0.49,12.3,7
0,9.6,0.33,0.52,2.2,0.074,13,25,0.99509,3.36,0.76,12.4,7
1,6.4,0.32,0.27,4.9,0.034,18,122,0.9916,3.36,0.71,12.5,6
1,6.4,0.32,0.27,4.9,0.034,18,122,0.9916,3.36,0.71,12.5,6
1,6.1,0.27,0.32,1.1,0.034,24,110,0.9898,3.36,0.4,12.5,6
1,6.1,0.27,0.32,1.1,0.034,24,110,0.9898,3.36,0.4,12.5,6
1,5.5,0.3,0.25,1.9,0.029,33,118,0.98972,3.36,0.66,12.5,6
1,6.6,0.34,0.25,4.8,0.038,16,121,0.99198,3.36,0.71,12.6,6
1,6.6,0.4,0.3,5.3,0.038,20,125,0.99204,3.36,0.73,12.6,6
1,6,0.23,0.34,1.3,0.025,23,111,0.98961,3.36,0.37,12.7,6
1,6,0.23,0.34,1.3,0.025,23,111,0.98961,3.36,0.37,12.7,6
1,5.8,0.28,0.34,2.2,0.037,24,125,0.98986,3.36,0.33,12.8,8
0,6.8,0.36,0.32,1.8,0.067,4,8,0.9928,3.36,0.55,12.8,7
0,6.8,0.36,0.32,1.8,0.067,4,8,0.9928,3.36,0.55,12.8,7
1,5,0.3,0.33,3.7,0.03,54,173,0.9887,3.36,0.3,13,7
1,5.2,0.5,0.18,2,0.036,23,129,0.98949,3.36,0.77,13.4,7
1,6.2,0.2,0.33,5.4,0.028,21,75,0.99012,3.36,0.41,13.5,7
1,5.8,0.32,0.2,2.6,0.027,17,123,0.98936,3.36,0.78,13.9,7
1,7.1,0.18,0.39,14.5,0.051,48,156,0.99947,3.35,0.78,9.1,5
1,7.1,0.18,0.39,14.5,0.051,48,156,0.99947,3.35,0.78,9.1,5
0,7.3,0.91,0.1,1.8,0.074,20,56,0.99672,3.35,0.56,9.2,5
0,9,0.69,0,2.4,0.088,19,38,0.999,3.35,0.6,9.3,5
1,6.4,0.18,0.32,9.6,0.052,24,90,0.9963,3.35,0.49,9.4,6
1,6.4,0.18,0.32,9.6,0.052,24,90,0.9963,3.35,0.49,9.4,6
